highway,Total_length,Total,Ratio
Primary,21.9178335062124,7,0.31937463153079965
Residential,133.642434919732,3,0.02244795975022347
Tertiary,16.0874666934331,6,0.3729611451161053
Unclassified,6.75599245822778,NA,NA
Secondary,3.0164488943435,2,0.6630312894577586
Trunk,3.06489293842521,NA,NA
