highway,Total_length,Total,Ratio
Residential,661.984241851696,9,0.013595489788133465
Tertiary,150.879437399524,47,0.31150699399511667
Primary,56.7793295159882,30,0.5283612937266626
Unclassified,131.411627999697,76,0.5783354270611081
Secondary,80.1199749896214,12,0.14977538374861515
Trunk,98.1061617658255,134,1.3658673174866565
Motorway,19.8966849375232,4,0.20103851533862227
