highway,Total_length,Total,Ratio
Trunk,24.6757713500059,103,4.174134965794103
Tertiary,40.9768031420721,74,1.8058997853842353
Primary,17.3815665260125,55,3.164271754084388
Residential,217.378623554074,13,0.05980348843623162
Unclassified,50.2968577229589,29,0.5765767746314381
Secondary,4.90314800385973,10,2.039506046345746
